"","State 1","State 2","State 3","State 4","State 5","State 6","State 7","State 8","State 9","State 10","State 11"
"State 1",-0.221054760924858,0.00897774214475926,0.0554870489023922,0.000382406723494113,0.0318129485124386,5.10493306972067e-07,0.0256130930477436,3.68996744161747e-06,0.000760289511259151,1.44664914382192e-06,0.00193235427085088
"State 2",0.0302435695883219,-0.651008243979067,4.28340870933864e-05,0.0407114494728657,5.00249966109887e-05,0.0527139293487206,5.68924377582875e-05,0.0334927029412711,0.000546718776585285,2.56283119266587e-05,0.00036842422445856
"State 3",0.0222034724812796,1.81931580163381e-06,-0.212198529389228,0.0227128704835194,0.108716122893218,0.0019320566223596,0.0112192046117452,0.000402849128471176,8.99238906487165e-07,6.37196192470171e-07,0.00297524285590637
"State 4",0.000327296316168397,0.0168214436471262,0.0499887062685563,-0.523763574859631,9.41537265941385e-05,0.158797454535377,1.65125475255292e-05,0.00700903942847838,2.60544392154173e-06,4.59593297573728e-06,0.00418299374440118
"State 5",0,0,0.0430514261567183,3.31237461256498e-07,-0.279677385193755,0.0785513134917734,0.0284268123120439,0.0014592596033798,0.0269007436816933,0.00244579726944711,0.012056112373511
"State 6",0,0,1.48894846974023e-06,0.0230267767994189,0.0471130399372841,-0.296863587764252,0.00170053551879346,0.0608365998165914,7.38332550590776e-06,0.0672603986898397,0.0287720624183365
"State 7",0,0,0,0,0.239663590464856,1.81884398005555e-06,-1.47512633016676,0.0812462109134884,0.00959801872369585,4.47734126534162e-05,0.0213759993662281
"State 8",0,0,0,0,0.000687393232917514,0.152326828751621,0.0224556567630981,-0.538249064242509,7.81008698334353e-05,0.0627582144268699,0.143444188546054
"State 9",0,0,0,0,0.081000304849506,0.000340239238301057,0.00812694419784119,3.39588056125829e-05,-0.512285563985567,0.200375781717533,0.0431444525127768
"State 10",0,0,0,0,7.89848568606157e-08,0.0423155039643112,4.02666894852817e-06,0.0167565280772928,0.0223419551128956,-1.36326250890589,0.117624229358322
"State 11",0,0,0,0,0,0,0,0,0,0,0
